dayoftheyear,open,high,low,close,WLLDE
183,1934.81,1937.17,1908.92,1932.24,1932.06
184,1935.93,1952.89,1921.50,1931.34,1918.21
185,1929.18,1929.18,1879.21,1881.77,1897.68
186,1881.90,1899.48,1871.91,1884.09,1895.59
187,1887.14,1920.53,1887.14,1920.03,1912.22
188,1919.65,1927.21,1900.70,1923.82,1930.41
189,1921.77,1951.36,1893.70,1951.36,1953.17
190,1954.33,1989.17,1954.33,1987.05,1974.70
191,1986.63,1991.62,1971.99,1979.92,1985.58
192,1982.34,1999.31,1976.44,1995.83,1996.58
193,1994.01,2016.50,1987.53,2013.43,2008.40
194,2013.73,2020.13,2007.61,2014.89,2013.92
195,2015.65,2018.66,2010.55,2017.46,2012.50
196,2015.00,2022.34,2001.78,2003.69,2005.97
197,2003.66,2009.56,1990.73,1994.24,2006.02
198,1996.47,2024.15,1996.47,2023.86,2018.60
199,2024.37,2033.54,2020.46,2033.11,2029.41
200,2031.73,2034.45,2022.31,2033.66,2031.88
201,2033.13,2039.12,2026.61,2030.77,2029.60
202,2033.47,2037.97,2017.22,2018.94,2032.57
203,2021.88,2055.20,2021.88,2052.51,2049.77
204,2058.19,2079.74,2058.19,2075.15,2066.28
205,2075.08,2075.14,2066.53,2071.18,2070.82
206,2068.75,2070.37,2058.84,2065.89,2074.23
207,2066.48,2090.35,2063.11,2090.35,2083.14
208,2088.35,2092.52,2082.63,2089.41,2086.90
209,2090.00,2094.32,2079.34,2079.36,2089.24
210,2080.76,2106.20,2080.76,2104.05,2098.87
211,2102.63,2116.48,2097.51,2109.79,2105.06
212,2110.60,2114.59,2096.98,2102.31,2103.40
213,2101.68,2108.78,2090.41,2099.93,2099.87
214,2098.60,2101.91,2083.74,2099.20,2093.88
215,2096.56,2096.56,2068.24,2078.58,2084.91
216,2077.19,2083.67,2069.91,2081.72,2078.61
217,2083.41,2086.94,2074.85,2075.00,2067.85
218,2072.29,2072.29,2045.66,2045.97,2049.11
219,2044.64,2044.64,2022.02,2023.04,2038.92
220,2022.08,2053.22,2019.39,2053.19,2046.28
221,2053.67,2066.69,2045.90,2050.44,2059.21
222,2051.99,2085.31,2051.99,2083.58,2074.07
223,2083.70,2086.74,2078.76,2081.24,2082.70
224,2082.82,2097.06,2082.82,2089.17,2086.38
225,2089.41,2095.61,2081.39,2086.59,2087.70
226,2084.42,2094.12,2070.29,2089.14,2088.47
227,2089.30,2093.00,2086.30,2088.87,2088.85
228,2088.82,2093.29,2084.13,2090.11,2087.90
229,2090.95,2093.81,2080.41,2080.41,2088.29
230,2082.93,2103.37,2082.93,2102.63,2089.29
231,2101.71,2104.27,2077.11,2079.51,2078.40
232,2080.71,2085.00,2042.35,2049.62,2069.92
233,2051.24,2093.84,2051.24,2091.69,2076.57
234,2090.42,2090.42,2066.78,2077.07,2075.17
235,2073.39,2073.85,2052.32,2063.59,2063.51
236,2061.17,2080.33,2036.53,2047.62,2052.35
237,2047.93,2067.65,2045.67,2052.23,2040.92
238,2047.27,2047.27,2008.80,2012.37,2026.87
239,2013.37,2022.92,1993.26,2021.94,2027.92
240,2025.55,2053.87,2025.55,2043.41,2044.10
241,2046.50,2076.72,2042.43,2073.07,2053.88
242,2073.76,2076.37,2041.66,2041.89,2039.90
243,2040.81,2040.81,2005.33,2005.55,2021.92
244,2010.27,2022.90,2005.93,2021.15,2024.24
245,2023.15,2042.74,2020.49,2038.97,2040.37
246,2042.20,2064.73,2042.20,2064.29,2055.46
247,2063.52,2067.36,2058.73,2060.99,2060.47
248,2057.77,2057.77,2044.20,2056.50,2063.30
249,2060.54,2081.56,2060.54,2078.36,2067.46
250,2077.34,2077.34,2061.97,2063.36,2060.06
251,2060.59,2062.54,2043.62,2043.94,2041.30
252,2038.20,2038.20,1989.68,2012.66,2022.16
253,2013.78,2021.94,2004.17,2016.71,2007.59
254,2011.71,2011.71,1979.05,1990.26,1983.56
255,1985.32,1985.32,1938.83,1943.09,1951.48
256,1945.97,1960.40,1918.46,1922.03,1930.75
257,1926.12,1935.65,1901.10,1923.67,1926.45
258,1927.83,1947.38,1914.35,1938.68,1922.17
259,1940.34,1950.33,1886.41,1890.28,1910.32
260,1891.68,1934.47,1878.93,1921.84,1903.38
261,1916.68,1916.68,1857.83,1880.33,1890.16
262,1888.66,1901.44,1864.60,1881.33,1876.95
263,1876.18,1876.18,1812.29,1859.33,1869.61
264,1861.46,1889.85,1848.98,1868.99,1876.59
265,1877.40,1908.85,1877.40,1906.90,1888.71
266,1906.28,1906.28,1875.97,1877.08,1890.47
267,1878.79,1906.73,1878.79,1903.63,1892.08
268,1902.52,1916.99,1872.70,1882.95,1892.45
269,1885.22,1902.96,1873.65,1893.36,1904.18
270,1894.00,1940.24,1894.00,1940.24,1925.17
271,1936.94,1947.20,1920.30,1939.38,1928.02
272,1935.26,1935.26,1897.29,1903.03,1915.80
273,1907.07,1918.01,1872.23,1912.53,1910.69
274,1911.67,1927.35,1900.52,1915.45,1903.43
275,1913.07,1913.07,1872.65,1880.05,1882.32
276,1873.25,1873.25,1828.46,1853.44,1861.84
277,1848.46,1868.25,1834.94,1852.21,1852.73
278,1857.10,1881.60,1850.32,1851.86,1847.17
279,1847.00,1847.00,1810.10,1829.08,1846.64
280,1833.40,1864.78,1833.40,1864.78,1865.52
281,1871.44,1895.77,1871.44,1895.58,1893.99
282,1898.80,1930.68,1898.80,1926.82,1914.40
283,1927.57,1930.00,1915.09,1917.83,1920.08
284,1916.74,1918.78,1902.17,1917.78,1924.87
285,1924.44,1946.70,1924.44,1945.50,1931.43
286,1942.38,1942.38,1919.44,1921.27,1930.15
287,1917.56,1932.08,1891.00,1929.80,1934.26
288,1931.87,1951.83,1925.41,1951.70,1943.75
289,1954.95,1962.96,1945.78,1948.05,1945.61
290,1947.13,1958.27,1931.81,1932.23,1949.91
291,1937.09,1978.35,1937.09,1978.35,1968.68
292,1976.60,1986.51,1968.80,1986.45,1984.61
293,1985.60,1993.69,1977.37,1993.40,1992.93
294,1994.01,2009.13,1986.77,1999.99,1997.49
295,1996.11,2006.12,1989.38,2001.76,1995.13
296,1996.88,1996.88,1977.43,1979.26,1988.29
297,1981.44,1992.69,1979.84,1989.26,1988.72
298,1990.97,2005.08,1969.25,1989.57,1998.10
299,1994.71,2022.37,1994.71,2022.19,2012.25
300,2019.27,2024.57,2012.05,2019.64,2018.50
301,2015.27,2015.94,2005.23,2015.93,2020.69
302,2014.24,2032.02,2010.04,2027.22,2028.30
303,2026.90,2046.24,2022.16,2040.59,2039.01
304,2041.16,2052.36,2041.16,2049.58,2047.00
305,2047.88,2053.91,2043.14,2051.60,2049.64
306,2048.64,2056.60,2040.57,2049.80,2046.53
307,2048.55,2048.55,2034.86,2036.71,2040.28
308,2032.48,2036.04,2022.49,2035.94,2037.70
309,2037.89,2042.67,2031.96,2037.05,2042.14
310,2035.75,2055.91,2028.31,2055.01,2052.31
311,2058.27,2072.21,2058.27,2063.95,2060.08
312,2063.77,2067.92,2057.46,2059.74,2063.86
313,2056.62,2075.07,2043.98,2072.78,2066.66
314,2073.19,2074.02,2062.57,2066.13,2062.44
315,2062.50,2062.50,2042.56,2045.17,2056.26
316,2045.56,2067.33,2043.09,2066.66,2054.84
317,2063.01,2063.01,2033.80,2041.91,2049.39
318,2045.54,2060.63,2041.69,2047.60,2046.20
319,2050.23,2062.93,2041.88,2041.99,2049.68
320,2043.72,2065.05,2039.74,2061.72,2062.21
321,2065.92,2083.18,2065.92,2082.42,2075.94
322,2082.89,2087.84,2078.13,2082.78,2081.81
323,2083.10,2083.22,2076.31,2080.73,2085.29
324,2078.83,2094.66,2073.65,2094.34,2092.47
325,2096.05,2104.05,2091.68,2100.80,2098.49
326,2101.52,2111.05,2096.32,2102.40,2098.64
327,2102.09,2103.78,2088.52,2091.48,2094.33
328,2091.49,2094.32,2081.20,2091.58,2091.08
329,2089.37,2089.37,2077.52,2087.79,2090.05
330,2089.84,2096.87,2085.80,2091.70,2090.94
331,2092.33,2099.89,2082.31,2095.15,2088.27
332,2090.93,2099.30,2071.62,2075.81,2078.73
333,2071.82,2073.85,2052.28,2065.30,2072.74
334,2067.17,2083.42,2066.11,2081.43,2071.88
335,2077.18,2077.18,2054.89,2063.37,2064.36
336,2060.30,2060.30,2045.55,2051.12,2055.33
337,2052.95,2060.23,2045.77,2050.63,2053.20
338,2047.77,2057.72,2039.45,2057.14,2056.77
339,2057.55,2064.15,2054.31,2058.69,2064.37
340,2062.63,2084.87,2062.63,2084.39,2071.57
341,2083.29,2083.29,2064.46,2064.46,2068.25
342,2067.17,2073.99,2053.13,2064.11,2060.83
343,2062.50,2066.79,2043.13,2046.61,2056.35
344,2046.53,2071.88,2046.53,2066.66,2056.36
345,2065.04,2065.69,2040.82,2047.21,2051.71
346,2044.38,2060.61,2034.49,2047.63,2046.60
347,2044.21,2044.21,2025.91,2040.04,2045.47
348,2041.88,2058.35,2041.88,2052.32,2049.13
349,2052.23,2055.58,2047.26,2048.04,2057.13
350,2052.65,2079.67,2052.65,2076.06,2072.44
351,2078.93,2094.73,2078.93,2090.54,2085.64
352,2091.44,2094.30,2087.08,2090.10,2092.02
353,2090.06,2099.06,2090.06,2099.06,2096.07
354,2100.13,2103.48,2088.66,2096.95,2098.07
355,2093.94,2100.97,2085.10,2099.33,2100.16
356,2097.71,2105.26,2088.59,2105.26,2102.22
357,2104.07,2104.07,2085.36,2099.13,2103.58
358,2100.83,2113.36,2100.83,2109.41,2107.80
359,2110.18,2119.22,2110.18,2112.13,2112.75
360,2112.71,2120.55,2112.71,2119.12,2115.24
361,2115.65,2117.64,2107.73,2115.48,2110.14
362,2109.57,2109.57,2089.96,2096.07,2096.72
363,2091.75,2098.12,2078.46,2079.06,2083.38
364,2076.65,2081.30,2064.10,2075.32,2076.24
365,2077.60,2085.65,2069.80,2071.50,2074.30
366,2066.36,2079.62,2050.37,2077.99,2074.94
367,2078.20,2078.20,2062.84,2071.22,2076.42
368,2075.58,2100.66,2075.58,2083.25,2081.64
369,2085.19,2093.66,2083.02,2088.90,2086.87
370,2089.75,2099.71,2084.36,2085.45,2090.88
371,2092.80,2113.32,2092.80,2113.32,2083.17
372,2103.81,2103.81,2032.57,2037.41,2048.65
373,2031.45,2031.45,1991.68,2000.54,2025.04
374,2006.67,2036.09,2006.67,2036.09,2038.54
375,2042.69,2073.13,2042.69,2070.77,2067.74
376,2073.17,2098.94,2070.00,2098.86,2090.21
377,2099.34,2108.71,2097.90,2102.95,2097.08
378,2095.05,2095.05,2080.86,2088.55,2095.44
379,2084.43,2100.72,2074.02,2099.73,2097.94
380,2100.42,2109.08,2089.39,2097.90,2107.21
381,2106.97,2131.71,2106.97,2129.90,2123.65
382,2131.72,2143.16,2131.72,2137.16,2138.09
383,2139.50,2155.40,2139.50,2152.14,2148.15
384,2153.81,2156.45,2146.21,2152.43,2154.83
385,2157.88,2168.99,2157.88,2163.75,2160.20
386,2165.13,2169.05,2155.79,2161.74,2163.18
387,2162.04,2168.35,2159.63,2166.89,2165.00
388,2163.79,2164.63,2159.01,2163.78,2166.73
389,2166.10,2175.63,2164.89,2173.02,2168.75
390,2172.91,2174.56,2159.75,2165.17,2169.49
391,2166.47,2175.11,2163.24,2175.03,2170.78
392,2173.71,2173.71,2161.95,2168.48,2170.03
393,2168.97,2173.54,2160.18,2169.18,2168.64
394,2169.81,2174.98,2159.07,2166.58,2168.39
395,2166.05,2172.85,2159.74,2170.06,2170.05
396,2168.83,2177.09,2163.49,2173.60,2171.18
397,2173.15,2178.29,2166.21,2170.84,2167.89
398,2169.94,2170.20,2147.58,2157.03,2162.91
399,2156.81,2163.79,2152.56,2163.79,2163.31
400,2163.51,2168.19,2159.07,2164.25,2168.99
401,2168.79,2182.87,2168.79,2182.87,2177.13
402,2183.76,2185.44,2177.85,2180.89,2180.72
403,2182.24,2187.66,2178.61,2181.74,2180.21
404,2182.81,2183.41,2172.00,2175.49,2180.01
405,2177.97,2188.45,2177.97,2185.79,2182.90
406,2183.74,2186.28,2179.42,2184.05,2185.37
407,2186.08,2193.81,2186.08,2190.15,2185.33
408,2186.24,2186.24,2178.14,2178.15,2182.57
409,2177.84,2183.08,2168.50,2182.22,2182.76
410,2181.90,2187.03,2180.46,2187.02,2184.63
411,2184.24,2185.00,2175.13,2183.87,2184.36
412,2181.58,2185.15,2175.96,2182.64,2183.83
413,2187.81,2193.42,2186.80,2186.90,2182.46
414,2185.09,2186.66,2171.25,2175.44,2177.52
415,2173.29,2179.00,2169.74,2172.47,2173.22
416,2175.10,2187.94,2160.39,2169.04,2173.11
417,2170.19,2183.48,2170.19,2180.38,2175.97
418,2179.45,2182.27,2170.41,2176.12,2175.44
419,2173.56,2173.79,2161.35,2170.95,2172.88
420,2171.33,2173.56,2157.09,2170.86,2173.89
421,2177.49,2184.87,2173.59,2179.98,2179.24
422,2181.61,2186.57,2175.10,2186.48,2183.94
423,2185.17,2187.87,2179.07,2186.16,2182.58
424,2182.76,2184.94,2177.49,2181.30,2168.93
425,2169.08,2169.08,2127.81,2127.81,2150.33
426,2120.86,2163.30,2119.12,2159.04,2143.53
427,2150.47,2150.47,2120.27,2127.02,2135.28
428,2127.86,2141.33,2119.90,2125.77,2132.99
429,2125.36,2151.31,2122.36,2147.26,2139.13
430,2146.48,2146.48,2131.20,2139.16,2140.63
431,2143.99,2153.61,2135.91,2139.12,2140.53
432,2145.94,2150.80,2139.17,2139.76,2146.63
433,2144.58,2165.11,2139.57,2163.12,2159.98
434,2170.94,2179.99,2170.94,2177.18,2168.17
435,2173.29,2173.75,2163.97,2164.69,2162.96
436,2158.54,2158.54,2145.04,2146.10,2156.00
437,2146.04,2161.13,2141.55,2159.93,2159.25
438,2161.85,2172.40,2151.79,2171.37,2162.70
439,2168.90,2172.67,2145.20,2151.13,2160.77
440,2156.51,2175.30,2156.51,2168.27,2161.90
441,2164.33,2164.41,2154.77,2161.20,2159.91
442,2163.37,2165.46,2144.01,2150.49,2156.32
443,2155.15,2163.95,2155.15,2159.73,2157.62
444,2158.22,2162.93,2150.28,2160.77,2158.52
445,2164.19,2165.86,2144.85,2153.74,2157.35
446,2160.39,2169.60,2160.39,2163.66,2153.76
447,2161.35,2161.56,2128.84,2136.73,2144.27
448,2137.67,2145.36,2132.77,2139.18,2137.70
449,2130.26,2138.19,2114.72,2132.55,2134.23
450,2139.68,2149.19,2132.98,2132.98,2131.84
451,2132.95,2135.61,2124.43,2126.50,2132.12
452,2138.31,2144.38,2135.49,2139.60,2137.40
453,2140.81,2148.44,2138.15,2144.29,2141.67
454,2142.51,2147.18,2133.44,2141.34,2142.29
455,2139.43,2142.63,2130.09,2141.16,2143.82
456,2148.50,2154.79,2146.91,2151.33,2146.08
457,2149.72,2151.44,2141.93,2143.16,2143.73
458,2136.97,2145.73,2131.59,2139.43,2138.73
459,2144.06,2147.13,2132.52,2133.04,2133.10
460,2132.23,2140.72,2119.36,2126.41,2127.85
461,2129.78,2133.25,2125.53,2126.15,2121.92
462,2128.68,2131.45,2097.85,2111.72,2111.55
463,2109.43,2111.76,2094.00,2097.94,2099.70
464,2098.80,2102.56,2085.23,2088.66,2092.67
465,2083.79,2099.07,2083.79,2085.18,2099.79
466,2100.59,2132.00,2100.59,2131.52,2121.95
467,2129.92,2146.87,2123.56,2139.56,2142.27
468,2131.56,2170.10,2125.35,2163.26,2157.32
469,2167.49,2182.30,2151.17,2167.48,2164.53
470,2162.71,2165.92,2152.49,2164.45,2165.65
471,2165.64,2171.36,2156.08,2164.20,2168.77
472,2168.29,2180.84,2166.38,2180.39,2175.33
473,2177.53,2179.22,2172.20,2176.94,2179.92
474,2178.61,2188.06,2176.65,2187.12,2183.59
475,2186.85,2189.89,2180.38,2181.90,2187.68
476,2186.43,2198.70,2186.43,2198.18,2195.25
477,2201.56,2204.80,2194.51,2202.94,2201.80
478,2198.55,2204.72,2194.51,2204.72,2205.96
479,2206.27,2213.35,2206.27,2213.35,2207.74
480,2210.21,2211.14,2200.36,2201.72,2205.19
481,2200.76,2210.46,2198.15,2204.66,2202.35
482,2204.97,2214.10,2198.81,2198.81,2198.25
483,2200.17,2202.60,2187.44,2191.08,2194.21
484,2191.12,2197.95,2188.37,2191.95,2195.92
485,2200.65,2209.42,2199.97,2204.71,2204.38
486,2207.26,2212.78,2202.21,2212.23,2217.95
487,2210.72,2241.63,2208.93,2241.35,2234.79
488,2241.13,2251.69,2237.57,2246.19,2247.32
489,2249.73,2259.80,2249.23,2259.53,2255.41
490,2258.83,2264.03,2252.37,2256.96,2260.54
491,2263.32,2277.53,2263.32,2271.72,2262.89
492,2268.35,2276.20,2248.44,2253.28,2260.13
493,2253.77,2272.12,2253.77,2262.03,2259.38
494,2266.81,2268.05,2254.24,2258.07,2260.42
495,2259.24,2267.47,2258.21,2262.53,2263.49
496,2266.50,2272.56,2266.14,2270.76,2266.59
497,2270.54,2271.23,2265.15,2265.18,2265.35
498,2262.93,2263.18,2256.08,2260.96,2263.29
499,2260.25,2263.79,2258.84,2263.79,2263.85
500,2266.23,2273.82,2266.15,2268.88,2262.04
501,2270.23,2271.31,2249.11,2249.92,2254.43
502,2249.50,2254.51,2244.56,2249.26,2248.04
503,2251.61,2253.58,2233.62,2238.83,2247.59
504,2251.57,2263.88,2245.13,2257.83,2256.49
505,2261.60,2272.82,2261.60,2270.75,2266.24
506,2268.18,2271.50,2260.45,2269.00,2270.85
507,2271.14,2282.10,2264.06,2276.98,2272.57
508,2273.59,2275.49,2268.90,2268.90,2271.08
509,2269.72,2279.27,2265.27,2268.90,2270.81
510,2268.60,2275.32,2260.83,2275.32,2272.34
511,2271.14,2271.78,2254.25,2270.44,2272.46
512,2272.74,2278.68,2271.51,2274.64,2271.92
513,2269.14,2272.08,2262.81,2267.89,2270.42
514,2269.14,2272.01,2263.35,2271.89,2269.04
515,2271.90,2274.33,2258.41,2263.69,2267.73
