Datetime,Open,High,Low,Close
,GC=F,GC=F,GC=F,GC=F
2015-01-02 00:00:00,1184.0,1194.5,1169.5,1186.0
2015-01-05 00:00:00,1180.3,1206.9,1180.1,1203.9
2015-01-06 00:00:00,1203.5,1220.0,1203.5,1219.3
2015-01-07 00:00:00,1219.2,1219.2,1210.6,1210.6
2015-01-08 00:00:00,1207.0,1215.7,1206.3,1208.4
2015-01-09 00:00:00,1211.1,1220.2,1210.3,1216.0
2015-01-12 00:00:00,1224.2,1234.4,1219.1,1232.7
2015-01-13 00:00:00,1239.2,1239.3,1230.3,1234.3
2015-01-14 00:00:00,1229.6,1243.8,1225.6,1234.4
2015-01-15 00:00:00,1231.5,1265.0,1227.3,1264.7
2015-01-16 00:00:00,1256.1,1279.7,1256.1,1276.9
2015-01-20 00:00:00,1278.9,1297.3,1273.8,1294.2
2015-01-21 00:00:00,1295.2,1303.5,1286.7,1293.7
2015-01-22 00:00:00,1293.2,1302.1,1283.5,1300.7
2015-01-23 00:00:00,1299.8,1299.8,1292.6,1292.6
2015-01-26 00:00:00,1289.5,1290.6,1279.4,1279.4
2015-01-27 00:00:00,1277.2,1291.7,1277.2,1291.7
2015-01-28 00:00:00,1285.9,1286.8,1285.9,1285.9
2015-01-29 00:00:00,1283.3,1285.4,1251.0,1254.6
2015-01-30 00:00:00,1258.0,1284.3,1257.0,1278.5
2015-02-02 00:00:00,1284.1,1284.1,1266.0,1276.2
2015-02-03 00:00:00,1273.5,1284.7,1255.3,1259.7
2015-02-04 00:00:00,1262.0,1271.6,1256.8,1263.8
2015-02-05 00:00:00,1271.8,1272.6,1257.8,1262.0
2015-02-06 00:00:00,1265.0,1267.6,1228.0,1233.9
2015-02-09 00:00:00,1237.5,1242.3,1235.4,1240.8
2015-02-10 00:00:00,1237.5,1245.0,1231.2,1231.6
2015-02-11 00:00:00,1233.3,1237.4,1219.0,1219.0
2015-02-12 00:00:00,1217.9,1229.8,1217.9,1220.1
2015-02-13 00:00:00,1222.2,1232.8,1222.2,1226.5
2015-02-17 00:00:00,1227.7,1234.0,1203.0,1208.1
2015-02-18 00:00:00,1207.1,1210.2,1197.8,1199.7
2015-02-19 00:00:00,1216.5,1220.0,1205.0,1207.1
2015-02-20 00:00:00,1206.5,1213.1,1199.1,1204.4
2015-02-23 00:00:00,1201.3,1203.3,1191.6,1200.3
2015-02-24 00:00:00,1203.4,1203.5,1193.8,1196.9
2015-02-25 00:00:00,1204.3,1204.6,1201.0,1201.0
2015-02-26 00:00:00,1204.8,1219.0,1204.8,1209.6
2015-02-27 00:00:00,1207.7,1217.8,1204.5,1212.6
2015-03-02 00:00:00,1214.3,1222.7,1204.9,1207.7
2015-03-03 00:00:00,1201.5,1212.0,1195.0,1204.0
2015-03-04 00:00:00,1204.8,1206.9,1198.0,1200.6
2015-03-05 00:00:00,1201.7,1205.4,1195.9,1195.9
2015-03-06 00:00:00,1195.0,1195.7,1163.7,1164.1
2015-03-09 00:00:00,1169.4,1174.2,1166.3,1166.4
2015-03-10 00:00:00,1166.4,1168.4,1156.5,1160.1
2015-03-11 00:00:00,1162.0,1162.0,1147.7,1150.7
2015-03-12 00:00:00,1155.4,1160.5,1149.7,1152.1
2015-03-13 00:00:00,1158.2,1159.2,1152.6,1152.6
2015-03-16 00:00:00,1159.7,1162.3,1150.1,1153.3
2015-03-17 00:00:00,1153.6,1158.2,1144.3,1148.3
2015-03-18 00:00:00,1148.7,1174.3,1147.0,1151.4
2015-03-19 00:00:00,1171.6,1171.6,1159.3,1169.1
2015-03-20 00:00:00,1171.0,1185.4,1171.0,1184.8
2015-03-23 00:00:00,1181.6,1188.0,1181.2,1188.0
2015-03-24 00:00:00,1188.0,1193.0,1186.0,1191.7
2015-03-25 00:00:00,1192.5,1199.2,1192.5,1197.3
2015-03-26 00:00:00,1198.2,1213.7,1198.2,1205.1
2015-03-27 00:00:00,1197.0,1199.8,1196.3,1199.8
2015-03-30 00:00:00,1198.0,1198.5,1181.6,1184.8
2015-03-31 00:00:00,1185.8,1190.1,1178.2,1183.1
2015-04-01 00:00:00,1182.9,1208.2,1181.0,1208.1
2015-04-02 00:00:00,1204.0,1205.7,1194.8,1200.9
2015-04-06 00:00:00,1209.9,1224.2,1209.9,1218.6
2015-04-07 00:00:00,1214.8,1214.8,1208.2,1210.6
2015-04-08 00:00:00,1208.9,1211.4,1197.6,1203.1
2015-04-09 00:00:00,1201.7,1202.5,1193.0,1193.6
2015-04-10 00:00:00,1195.8,1209.6,1195.8,1204.6
2015-04-13 00:00:00,1208.1,1208.1,1198.3,1199.3
2015-04-14 00:00:00,1198.8,1200.6,1184.1,1192.8
2015-04-15 00:00:00,1194.6,1203.1,1188.6,1201.5
2015-04-16 00:00:00,1204.3,1208.5,1194.6,1198.0
2015-04-17 00:00:00,1200.2,1206.0,1200.2,1202.9
2015-04-20 00:00:00,1205.7,1206.9,1191.0,1193.5
2015-04-21 00:00:00,1193.2,1202.9,1192.8,1202.9
2015-04-22 00:00:00,1199.1,1202.6,1185.2,1186.9
2015-04-23 00:00:00,1187.2,1197.0,1186.1,1194.4
2015-04-24 00:00:00,1192.3,1194.7,1174.6,1175.2
2015-04-27 00:00:00,1182.3,1206.7,1181.4,1203.3
2015-04-28 00:00:00,1199.7,1214.0,1199.7,1214.0
2015-04-29 00:00:00,1211.2,1212.6,1201.9,1209.8
2015-04-30 00:00:00,1203.1,1205.9,1176.7,1182.4
2015-05-01 00:00:00,1178.1,1178.1,1170.0,1174.5
2015-05-04 00:00:00,1177.5,1189.4,1177.5,1186.8
2015-05-05 00:00:00,1187.5,1198.7,1186.9,1193.2
2015-05-06 00:00:00,1194.5,1194.6,1189.9,1190.3
2015-05-07 00:00:00,1181.5,1186.0,1179.7,1182.4
2015-05-08 00:00:00,1183.3,1189.1,1182.9,1189.1
2015-05-11 00:00:00,1189.7,1190.5,1179.3,1183.2
2015-05-12 00:00:00,1194.6,1194.8,1189.7,1192.6
2015-05-13 00:00:00,1192.7,1218.4,1191.0,1218.4
2015-05-14 00:00:00,1214.5,1225.6,1214.5,1225.4
2015-05-15 00:00:00,1218.5,1225.5,1214.8,1225.5
2015-05-18 00:00:00,1224.5,1228.1,1222.6,1227.8
2015-05-19 00:00:00,1223.9,1223.9,1206.0,1206.9
2015-05-20 00:00:00,1205.1,1210.8,1205.1,1208.9
2015-05-21 00:00:00,1204.5,1204.5,1203.7,1204.4
2015-05-22 00:00:00,1211.6,1211.9,1204.3,1204.3
2015-05-26 00:00:00,1193.6,1193.6,1186.0,1187.2
2015-05-27 00:00:00,1185.9,1185.9,1185.9,1185.9
2015-05-28 00:00:00,1187.1,1192.0,1179.6,1188.1
2015-05-29 00:00:00,1187.8,1193.3,1185.7,1189.4
2015-06-01 00:00:00,1190.6,1204.0,1184.3,1188.3
2015-06-02 00:00:00,1189.0,1194.3,1186.0,1194.1
2015-06-03 00:00:00,1193.9,1193.9,1179.1,1184.7
2015-06-04 00:00:00,1184.9,1185.3,1173.0,1174.9
2015-06-05 00:00:00,1176.4,1177.3,1164.0,1167.8
2015-06-08 00:00:00,1169.5,1176.1,1169.1,1173.2
2015-06-09 00:00:00,1172.9,1180.3,1172.7,1177.3
2015-06-10 00:00:00,1176.1,1190.1,1175.6,1186.1
2015-06-11 00:00:00,1183.2,1183.2,1174.4,1179.9
2015-06-12 00:00:00,1180.4,1181.2,1176.2,1178.8
2015-06-15 00:00:00,1179.9,1188.5,1172.7,1185.3
2015-06-16 00:00:00,1186.5,1186.5,1175.9,1180.5
2015-06-17 00:00:00,1177.6,1186.3,1174.9,1176.4
2015-06-18 00:00:00,1183.4,1202.0,1183.4,1201.5
2015-06-19 00:00:00,1199.7,1203.1,1199.7,1201.5
2015-06-22 00:00:00,1197.8,1197.8,1182.7,1183.7
2015-06-23 00:00:00,1183.8,1186.0,1176.2,1176.2
2015-06-24 00:00:00,1176.6,1176.6,1170.7,1172.6
2015-06-25 00:00:00,1175.8,1175.9,1171.5,1171.5
2015-06-26 00:00:00,1170.5,1172.9,1170.5,1172.9
2015-06-29 00:00:00,1185.1,1186.0,1173.8,1178.5
2015-06-30 00:00:00,1176.3,1176.4,1166.6,1171.5
2015-07-01 00:00:00,1173.1,1173.1,1166.6,1169.0
2015-07-02 00:00:00,1166.4,1168.1,1155.5,1163.0
2015-07-06 00:00:00,1171.1,1173.0,1162.2,1172.9
2015-07-07 00:00:00,1166.8,1166.8,1149.5,1152.4
2015-07-08 00:00:00,1152.6,1163.3,1146.4,1163.3
2015-07-09 00:00:00,1154.8,1163.6,1154.8,1159.0
2015-07-10 00:00:00,1160.1,1161.4,1157.5,1157.7
2015-07-13 00:00:00,1159.0,1159.0,1151.2,1155.2
2015-07-14 00:00:00,1157.2,1157.2,1153.0,1153.3
2015-07-15 00:00:00,1154.0,1154.0,1144.8,1147.2
2015-07-16 00:00:00,1146.2,1146.2,1142.9,1143.8
2015-07-17 00:00:00,1144.0,1144.0,1130.2,1131.8
2015-07-20 00:00:00,1130.4,1130.7,1095.1,1106.7
2015-07-21 00:00:00,1097.1,1106.4,1097.1,1103.4
2015-07-22 00:00:00,1093.0,1095.0,1086.0,1091.4
2015-07-23 00:00:00,1097.4,1097.6,1087.8,1094.0
2015-07-24 00:00:00,1078.6,1100.7,1078.6,1085.6
2015-07-27 00:00:00,1100.0,1102.5,1093.9,1096.5
2015-07-28 00:00:00,1097.2,1097.7,1096.3,1096.3
2015-07-29 00:00:00,1096.4,1096.9,1092.7,1092.7
2015-07-30 00:00:00,1096.1,1097.5,1081.0,1088.4
2015-07-31 00:00:00,1087.7,1102.8,1079.1,1094.9
2015-08-03 00:00:00,1095.5,1097.1,1085.0,1089.4
2015-08-04 00:00:00,1085.1,1093.9,1080.5,1090.7
2015-08-05 00:00:00,1086.5,1090.6,1082.5,1085.7
2015-08-06 00:00:00,1084.4,1092.2,1083.6,1090.2
2015-08-07 00:00:00,1088.9,1098.3,1081.7,1094.1
2015-08-10 00:00:00,1093.2,1107.6,1089.5,1104.2
2015-08-11 00:00:00,1103.8,1116.7,1094.0,1107.6
2015-08-12 00:00:00,1106.0,1124.5,1101.5,1123.2
2015-08-13 00:00:00,1124.3,1124.3,1113.0,1115.7
2015-08-14 00:00:00,1113.9,1118.8,1112.5,1112.9
2015-08-17 00:00:00,1113.8,1122.0,1113.8,1118.6
2015-08-18 00:00:00,1118.2,1118.4,1110.0,1117.1
2015-08-19 00:00:00,1117.0,1134.3,1116.8,1128.1
2015-08-20 00:00:00,1132.8,1153.3,1132.8,1153.0
2015-08-21 00:00:00,1154.1,1166.5,1150.5,1159.6
2015-08-24 00:00:00,1164.0,1169.0,1147.5,1153.4
2015-08-25 00:00:00,1151.5,1155.5,1134.0,1138.2
2015-08-26 00:00:00,1139.2,1143.0,1119.6,1124.6
2015-08-27 00:00:00,1127.2,1127.4,1118.4,1122.4
2015-08-28 00:00:00,1125.3,1139.0,1123.6,1133.1
2015-08-31 00:00:00,1131.1,1134.0,1124.8,1131.6
2015-09-01 00:00:00,1133.5,1144.7,1133.5,1138.7
2015-09-02 00:00:00,1137.3,1140.4,1130.8,1132.5
2015-09-03 00:00:00,1130.3,1132.9,1120.3,1123.7
2015-09-04 00:00:00,1123.4,1125.2,1116.2,1120.6
2015-09-08 00:00:00,1119.8,1124.3,1116.4,1120.4
2015-09-09 00:00:00,1123.5,1123.5,1102.1,1102.2
2015-09-10 00:00:00,1107.3,1113.5,1105.5,1109.5
2015-09-11 00:00:00,1110.8,1111.7,1098.2,1103.5
2015-09-14 00:00:00,1107.8,1108.6,1104.1,1107.7
2015-09-15 00:00:00,1104.5,1104.5,1102.8,1102.8
2015-09-16 00:00:00,1109.8,1119.9,1109.8,1119.2
2015-09-17 00:00:00,1118.6,1130.5,1117.1,1117.3
2015-09-18 00:00:00,1128.3,1141.2,1127.8,1138.1
2015-09-21 00:00:00,1137.6,1138.5,1130.8,1133.1
2015-09-22 00:00:00,1132.6,1135.0,1122.5,1125.0
2015-09-23 00:00:00,1128.6,1132.2,1128.3,1131.6
2015-09-24 00:00:00,1133.0,1155.9,1133.0,1153.8
2015-09-25 00:00:00,1149.8,1149.8,1143.4,1146.0
2015-09-28 00:00:00,1133.2,1133.2,1132.0,1132.0
2015-09-29 00:00:00,1132.2,1134.4,1124.3,1127.1
2015-09-30 00:00:00,1124.3,1126.0,1112.1,1115.5
2015-10-01 00:00:00,1115.2,1119.0,1113.3,1114.2
2015-10-02 00:00:00,1112.2,1141.2,1105.8,1137.1
2015-10-05 00:00:00,1137.1,1141.7,1132.5,1138.1
2015-10-06 00:00:00,1136.3,1150.0,1136.3,1146.8
2015-10-07 00:00:00,1147.6,1152.9,1143.0,1149.0
2015-10-08 00:00:00,1142.7,1146.7,1138.7,1144.7
2015-10-09 00:00:00,1151.6,1157.2,1151.6,1156.3
2015-10-12 00:00:00,1155.9,1166.8,1155.9,1164.9
2015-10-13 00:00:00,1163.5,1166.2,1154.9,1165.8
2015-10-14 00:00:00,1172.4,1189.0,1167.3,1180.1
2015-10-15 00:00:00,1184.2,1188.3,1177.8,1187.9
2015-10-16 00:00:00,1182.5,1184.1,1176.2,1183.6
2015-10-19 00:00:00,1176.5,1177.8,1169.3,1173.3
2015-10-20 00:00:00,1168.7,1179.1,1168.7,1178.0
2015-10-21 00:00:00,1175.9,1176.4,1164.9,1167.6
2015-10-22 00:00:00,1166.2,1168.6,1163.5,1166.6
2015-10-23 00:00:00,1166.2,1178.7,1163.3,1163.3
2015-10-26 00:00:00,1165.1,1170.0,1163.8,1167.0
2015-10-27 00:00:00,1164.5,1166.8,1162.0,1166.8
2015-10-28 00:00:00,1175.1,1182.7,1175.1,1177.1
2015-10-29 00:00:00,1158.0,1162.0,1144.9,1147.2
2015-10-30 00:00:00,1147.5,1147.6,1139.2,1141.5
2015-11-02 00:00:00,1137.9,1138.7,1132.6,1135.8
2015-11-03 00:00:00,1133.3,1134.7,1114.2,1114.2
2015-11-04 00:00:00,1119.0,1121.9,1106.5,1106.5
2015-11-05 00:00:00,1107.9,1110.7,1104.4,1104.4
2015-11-06 00:00:00,1105.2,1109.5,1084.8,1087.6
2015-11-09 00:00:00,1088.6,1088.6,1087.9,1087.9
2015-11-10 00:00:00,1090.1,1091.3,1085.0,1088.2
2015-11-11 00:00:00,1091.4,1091.4,1084.2,1084.7
2015-11-12 00:00:00,1086.0,1086.6,1080.8,1080.8
2015-11-13 00:00:00,1083.1,1085.9,1080.8,1080.8
2015-11-16 00:00:00,1092.0,1092.4,1083.7,1083.7
2015-11-17 00:00:00,1075.5,1075.8,1065.1,1068.7
2015-11-18 00:00:00,1064.0,1071.9,1064.0,1068.8
2015-11-19 00:00:00,1077.4,1082.4,1077.4,1078.0
2015-11-20 00:00:00,1082.9,1082.9,1076.4,1076.4
2015-11-23 00:00:00,1070.0,1071.5,1066.8,1066.8
2015-11-24 00:00:00,1073.2,1079.4,1073.2,1074.3
2015-11-25 00:00:00,1070.2,1072.0,1068.5,1070.5
2015-11-27 00:00:00,1070.7,1074.2,1051.1,1056.2
2015-11-30 00:00:00,1056.5,1068.4,1052.1,1065.8
2015-12-01 00:00:00,1064.6,1074.6,1063.4,1063.8
2015-12-02 00:00:00,1068.7,1069.5,1049.6,1054.2
2015-12-03 00:00:00,1054.4,1064.6,1046.2,1061.7
2015-12-04 00:00:00,1063.0,1088.8,1058.7,1084.5
2015-12-07 00:00:00,1084.9,1086.5,1067.4,1076.4
2015-12-08 00:00:00,1071.0,1078.4,1069.6,1076.3
2015-12-09 00:00:00,1075.1,1086.0,1070.6,1077.6
