Datetime,Open,High,Low,Close
,SPY,SPY,SPY,SPY
2015-01-02 00:00:00,171.885,172.301,170.053,171.094
2015-01-05 00:00:00,170.044,170.211,167.696,168.004
2015-01-06 00:00:00,168.312,168.837,165.622,166.421
2015-01-07 00:00:00,167.754,168.837,167.304,168.495
2015-01-08 00:00:00,169.911,171.702,169.894,171.485
2015-01-09 00:00:00,171.902,171.918,169.495,170.111
2015-01-12 00:00:00,170.244,170.402,168.17,168.778
2015-01-13 00:00:00,170.003,171.135,166.996,168.304
2015-01-14 00:00:00,166.28,167.487,165.38,167.288
2015-01-15 00:00:00,167.929,168.245,165.638,165.755
2015-01-16 00:00:00,165.547,168.087,165.364,167.929
2015-01-20 00:00:00,168.57,168.837,166.713,168.287
2015-01-21 00:00:00,167.821,169.62,167.354,169.136
2015-01-22 00:00:00,169.894,171.785,168.512,171.652
2015-01-23 00:00:00,171.394,171.652,170.577,170.711
2015-01-26 00:00:00,170.494,171.202,169.778,171.11
2015-01-27 00:00:00,169.045,170.003,168.02,168.853
2015-01-28 00:00:00,170.044,170.144,166.496,166.688
2015-01-29 00:00:00,166.888,168.487,165.472,168.229
2015-01-30 00:00:00,167.046,168.379,165.847,166.113
2015-02-02 00:00:00,166.613,168.262,164.789,168.17
2015-02-03 00:00:00,169.07,170.611,168.695,170.602
2015-02-04 00:00:00,169.836,171.052,169.495,169.953
2015-02-05 00:00:00,170.619,171.818,170.544,171.668
2015-02-06 00:00:00,172.035,172.601,170.669,171.194
2015-02-09 00:00:00,170.544,171.269,170.019,170.427
2015-02-10 00:00:00,171.468,172.501,170.469,172.243
2015-02-11 00:00:00,172.076,172.776,171.427,172.343
2015-02-12 00:00:00,173.143,174.059,172.376,174.0
2015-02-13 00:00:00,174.125,174.767,173.867,174.717
2015-02-17 00:00:00,174.4,175.166,174.15,174.991
2015-02-18 00:00:00,174.617,175.083,174.35,175.008
2015-02-19 00:00:00,174.408,175.25,174.267,174.883
2015-02-20 00:00:00,174.467,176.008,173.842,175.933
2015-02-23 00:00:00,175.683,175.908,175.3,175.908
2015-02-24 00:00:00,175.833,176.607,175.533,176.407
2015-02-25 00:00:00,176.282,176.765,175.916,176.257
2015-02-26 00:00:00,176.166,176.324,175.441,176.049
2015-02-27 00:00:00,175.949,176.216,175.4,175.45
2015-03-02 00:00:00,175.549,176.616,175.5,176.557
2015-03-03 00:00:00,176.124,176.607,174.966,175.833
2015-03-04 00:00:00,175.233,175.308,174.117,175.091
2015-03-05 00:00:00,175.416,175.566,174.775,175.283
2015-03-06 00:00:00,174.417,174.85,172.485,172.818
2015-03-09 00:00:00,173.018,173.892,172.859,173.534
2015-03-10 00:00:00,172.16,172.243,170.677,170.719
2015-03-11 00:00:00,170.977,171.152,170.236,170.319
2015-03-12 00:00:00,170.952,172.551,170.902,172.485
2015-03-13 00:00:00,172.21,173.176,170.386,171.427
2015-03-16 00:00:00,172.16,173.809,171.452,173.717
2015-03-17 00:00:00,172.976,173.584,172.385,173.201
2015-03-18 00:00:00,172.726,175.958,172.085,175.283
2015-03-19 00:00:00,174.867,175.291,174.092,174.483
2015-03-20 00:00:00,175.438,176.534,175.254,176.024
2015-03-23 00:00:00,176.032,176.609,175.681,175.681
2015-03-24 00:00:00,175.555,176.015,174.626,174.693
2015-03-25 00:00:00,174.903,175.137,172.092,172.133
2015-03-26 00:00:00,171.464,172.644,170.762,171.724
2015-03-27 00:00:00,171.606,172.292,171.414,172.117
2015-03-30 00:00:00,173.154,174.518,173.137,174.217
2015-03-31 00:00:00,173.388,174.091,172.635,172.694
2015-04-01 00:00:00,172.661,172.686,171.088,172.083
2015-04-02 00:00:00,172.016,173.154,171.832,172.702
2015-04-06 00:00:00,171.807,174.384,171.673,173.865
2015-04-07 00:00:00,173.89,174.643,173.372,173.405
2015-04-08 00:00:00,173.631,174.434,173.238,173.991
2015-04-09 00:00:00,173.823,174.995,173.33,174.76
2015-04-10 00:00:00,175.011,175.756,174.811,175.714
2015-04-13 00:00:00,175.572,176.208,174.869,174.919
2015-04-14 00:00:00,174.719,175.438,174.091,175.254
2015-04-15 00:00:00,175.722,176.551,175.639,176.04
2015-04-16 00:00:00,175.706,176.5,175.505,175.99
2015-04-17 00:00:00,174.794,175.036,173.179,173.966
2015-04-20 00:00:00,174.894,175.89,174.811,175.555
2015-04-21 00:00:00,176.241,176.4,175.045,175.346
2015-04-22 00:00:00,175.689,176.392,174.76,176.208
2015-04-23 00:00:00,175.806,177.303,175.689,176.651
2015-04-24 00:00:00,177.069,177.329,176.609,177.061
2015-04-27 00:00:00,177.63,177.755,176.132,176.325
2015-04-28 00:00:00,176.3,176.935,175.12,176.885
2015-04-29 00:00:00,175.99,176.76,175.346,176.157
2015-04-30 00:00:00,175.58,175.973,173.69,174.392
2015-05-01 00:00:00,175.179,176.325,175.078,176.283
2015-05-04 00:00:00,176.71,177.37,176.601,176.785
2015-05-05 00:00:00,176.542,176.902,174.618,174.76
2015-05-06 00:00:00,175.312,175.622,172.97,174.041
2015-05-07 00:00:00,173.941,175.162,173.606,174.735
2015-05-08 00:00:00,176.417,177.237,176.333,177.036
2015-05-11 00:00:00,176.994,177.262,176.116,176.191
2015-05-12 00:00:00,175.354,176.208,174.526,175.664
2015-05-13 00:00:00,176.074,176.701,175.463,175.697
2015-05-14 00:00:00,176.718,177.621,176.442,177.529
2015-05-15 00:00:00,177.722,177.864,177.237,177.722
2015-05-18 00:00:00,177.555,178.525,177.488,178.274
2015-05-19 00:00:00,178.391,178.667,177.931,178.215
2015-05-20 00:00:00,178.316,178.843,177.772,178.09
2015-05-21 00:00:00,177.948,178.818,177.78,178.609
2015-05-22 00:00:00,178.224,178.642,178.115,178.182
2015-05-26 00:00:00,177.688,178.115,175.848,176.266
2015-05-27 00:00:00,176.726,178.174,176.316,177.939
2015-05-28 00:00:00,177.63,177.847,177.044,177.739
2015-05-29 00:00:00,177.672,177.713,176.367,176.634
2015-06-01 00:00:00,177.304,177.638,176.199,176.994
2015-06-02 00:00:00,176.534,177.513,175.906,176.818
2015-06-03 00:00:00,177.354,177.914,176.793,177.287
2015-06-04 00:00:00,176.576,177.237,175.471,175.789
2015-06-05 00:00:00,175.639,176.166,174.827,175.488
2015-06-08 00:00:00,175.379,175.53,174.334,174.409
2015-06-09 00:00:00,174.384,174.928,173.748,174.384
2015-06-10 00:00:00,175.154,176.86,175.095,176.475
2015-06-11 00:00:00,176.919,177.429,176.684,177.044
2015-06-12 00:00:00,176.216,176.919,175.413,175.689
2015-06-15 00:00:00,174.543,175.22,173.832,174.936
2015-06-16 00:00:00,174.785,175.973,174.61,175.89
2015-06-17 00:00:00,176.174,176.785,175.145,176.174
2015-06-18 00:00:00,176.776,178.475,176.208,178.006
2015-06-19 00:00:00,177.762,177.838,176.838,177.216
2015-06-22 00:00:00,178.141,178.712,177.914,178.124
2015-06-23 00:00:00,178.334,178.586,177.855,178.25
2015-06-24 00:00:00,177.981,178.359,176.93,176.955
2015-06-25 00:00:00,177.46,177.586,176.342,176.417
2015-06-26 00:00:00,176.779,177.023,175.829,176.384
2015-06-29 00:00:00,174.896,176.392,172.609,172.685
2015-06-30 00:00:00,174.232,174.282,172.567,173.046
2015-07-01 00:00:00,174.627,174.879,173.643,174.434
2015-07-02 00:00:00,174.913,175.081,173.853,174.274
2015-07-06 00:00:00,172.979,174.56,172.777,173.778
2015-07-07 00:00:00,173.98,174.997,171.584,174.871
2015-07-08 00:00:00,173.526,173.811,171.701,171.937
