Datetime,Open,High,Low,Close,Volume
2023-10-26 13:30:00,4175.99,4183.6,4155.61,4165.32,0
2023-10-26 14:30:00,4165.33,4179.63,4153.18,4155.03,394905967
2023-10-26 15:30:00,4154.9,4159.98,4134.2,4140.84,283862000
2023-10-26 16:30:00,4140.85,4142.38,4130.94,4133.23,270450000
2023-10-26 17:30:00,4133.17,4153.5,4127.9,4152.72,238111000
2023-10-26 18:30:00,4153.13,4170.33,4150.64,4153.43,300561000
2023-10-26 19:30:00,4153.27,4153.77,4134.23,4136.32,431894000
2023-10-27 13:30:00,4152.93,4155.84,4135.72,4141.69,0
2023-10-27 14:30:00,4141.59,4156.7,4130.4,4150.81,352454015
2023-10-27 15:30:00,4150.79,4151.34,4132.14,4136.46,252537137
2023-10-27 16:30:00,4136.44,4140.41,4114.79,4118.67,237819000
2023-10-27 17:30:00,4118.68,4121.84,4107.55,4108.95,264404000
2023-10-27 18:30:00,4109.11,4122.72,4104.17,4115.7,324531000
2023-10-27 19:30:00,4115.52,4118.42,4103.78,4118.3,423954000
2023-10-30 13:30:00,4139.39,4163.5,4137.22,4140.29,0
2023-10-30 14:30:00,4140.4,4151.28,4132.94,4140.06,317589805
2023-10-30 15:30:00,4140.15,4152.78,4140.15,4144.32,249162974
2023-10-30 16:30:00,4144.36,4162.24,4137.17,4161.1,240669000
2023-10-30 17:30:00,4161.14,4167.75,4157.15,4163.5,250889000
2023-10-30 18:30:00,4163.51,4177.47,4163.51,4172.96,301588000
2023-10-30 19:30:00,4172.96,4174.45,4165.85,4166.51,398428000
2023-10-31 13:30:00,4171.33,4172.87,4153.12,4168.03,0
2023-10-31 14:30:00,4167.94,4176.03,4158.93,4167.54,305111078
2023-10-31 15:30:00,4167.62,4175.3,4163.43,4169.74,235801127
2023-10-31 16:30:00,4169.63,4181.74,4164.21,4180.03,210743197
2023-10-31 17:30:00,4180.0,4190.9,4180.0,4181.73,227342000
2023-10-31 18:30:00,4181.56,4195.46,4181.49,4193.04,264149000
2023-10-31 19:30:00,4193.01,4195.55,4186.42,4193.35,414516000
2023-11-01 13:30:00,4201.27,4225.22,4197.74,4222.76,492931336
2023-11-01 14:30:00,4222.72,4229.33,4213.13,4214.26,323118613
2023-11-01 15:30:00,4214.31,4219.45,4209.27,4211.02,237643051
2023-11-01 16:30:00,4211.01,4214.35,4204.13,4208.5,219997000
2023-11-01 17:30:00,4208.51,4219.16,4204.22,4215.08,231901000
2023-11-01 18:30:00,4214.95,4244.11,4202.02,4239.25,412504000
2023-11-01 19:30:00,4239.23,4245.64,4235.8,4237.61,430241000
2023-11-02 13:30:00,4268.26,4294.51,4268.26,4292.99,0
2023-11-02 14:30:00,4293.04,4304.35,4292.71,4298.17,355126457
2023-11-02 15:30:00,4298.12,4303.58,4295.73,4298.18,258768176
2023-11-02 16:30:00,4298.14,4308.65,4297.32,4307.1,226964000
2023-11-02 17:30:00,4307.11,4314.69,4307.11,4312.44,229619000
2023-11-02 18:30:00,4312.46,4316.17,4311.02,4313.61,285691000
2023-11-02 19:30:00,4313.67,4319.72,4313.41,4317.96,441140000
2023-11-03 13:30:00,4334.23,4364.47,4334.23,4348.88,0
2023-11-03 14:30:00,4349.07,4353.87,4343.59,4350.44,341329357
2023-11-03 15:30:00,4350.43,4367.68,4350.43,4366.43,262916330
2023-11-03 16:30:00,4366.35,4369.54,4359.35,4361.39,230716000
2023-11-03 17:30:00,4361.38,4369.02,4360.37,4368.05,224414000
2023-11-03 18:30:00,4368.01,4373.62,4364.36,4365.4,275520000
2023-11-03 19:30:00,4365.4,4365.88,4357.62,4358.11,407786000
2023-11-06 14:30:00,4364.27,4372.21,4358.4,4363.48,0
2023-11-06 15:30:00,4363.53,4369.21,4362.04,4365.2,246757973
2023-11-06 16:30:00,4365.26,4366.63,4359.79,4361.18,202914821
2023-11-06 17:30:00,4361.14,4361.85,4347.53,4352.53,187456397
2023-11-06 18:30:00,4352.52,4355.56,4347.77,4353.15,188989000
2023-11-06 19:30:00,4353.2,4362.85,4352.58,4360.87,229930000
2023-11-06 20:30:00,4360.85,4367.05,4357.7,4366.73,339795000
2023-11-07 14:30:00,4366.21,4375.18,4355.41,4375.18,0
2023-11-07 15:30:00,4375.18,4385.15,4374.23,4381.2,267835867
2023-11-07 16:30:00,4381.27,4385.41,4371.63,4373.54,195244315
2023-11-07 17:30:00,4373.55,4382.85,4369.59,4380.99,193088313
2023-11-07 18:30:00,4381.03,4384.95,4380.86,4383.57,194098000
2023-11-07 19:30:00,4383.61,4384.84,4377.09,4382.63,237442000
2023-11-07 20:30:00,4382.56,4386.26,4373.03,4378.81,358747000
2023-11-08 14:30:00,4384.37,4391.2,4377.83,4379.65,0
2023-11-08 15:30:00,4379.66,4381.83,4372.93,4375.65,265013720
2023-11-08 16:30:00,4375.58,4378.77,4359.76,4365.45,228255180
2023-11-08 17:30:00,4365.32,4375.43,4363.01,4374.44,197889042
2023-11-08 18:30:00,4374.41,4381.49,4374.25,4380.78,181755000
2023-11-08 19:30:00,4380.73,4382.12,4375.1,4379.75,242882000
2023-11-08 20:30:00,4379.81,4387.9,4377.55,4382.98,364948000
2023-11-09 14:30:00,4391.41,4393.4,4373.47,4374.21,0
2023-11-09 15:30:00,4374.33,4388.26,4370.56,4383.87,254498591
2023-11-09 16:30:00,4383.91,4390.26,4381.0,4381.49,215791313
2023-11-09 17:30:00,4381.49,4386.5,4361.43,4373.7,232505972
2023-11-09 18:30:00,4373.69,4375.18,4349.23,4357.3,240159000
2023-11-09 19:30:00,4357.33,4359.51,4344.35,4347.1,260658000
2023-11-09 20:30:00,4347.07,4349.52,4343.94,4347.43,357004000
2023-11-10 14:30:00,4364.15,4370.16,4355.26,4357.03,400512868
2023-11-10 15:30:00,4356.91,4377.41,4353.34,4374.99,252321567
2023-11-10 16:30:00,4375.08,4383.85,4370.72,4382.54,200050382
2023-11-10 17:30:00,4382.6,4400.76,4382.6,4398.7,211231183
2023-11-10 18:30:00,4398.71,4407.83,4398.71,4407.01,194063000
2023-11-10 19:30:00,4407.03,4412.91,4404.41,4412.65,221477000
2023-11-10 20:30:00,4412.7,4418.03,4411.36,4415.89,348135000
2023-11-13 14:30:00,4406.66,4406.66,4393.82,4400.97,0
2023-11-13 15:30:00,4401.05,4413.83,4399.62,4413.83,247257114
2023-11-13 16:30:00,4413.83,4421.76,4412.49,4416.61,210047239
2023-11-13 17:30:00,4416.62,4416.89,4410.26,4410.88,159880983
2023-11-13 18:30:00,4410.62,4418.97,4408.49,4418.04,167607249
2023-11-13 19:30:00,4418.03,4419.7,4411.93,4416.38,189052000
2023-11-13 20:30:00,4416.41,4416.51,4410.09,4411.12,298716000
