Datetime,Open,High,Low,Close,Volume
,IUHC.L,IUHC.L,IUHC.L,IUHC.L,IUHC.L
2025-09-08 07:00:00,10.955,10.975,10.94,10.975,0
2025-09-08 07:02:00,10.975,10.975,10.975,10.975,12
2025-09-08 07:06:00,10.97,10.97,10.97,10.97,5
2025-09-08 07:12:00,10.975,10.975,10.975,10.975,2
2025-09-08 07:14:00,10.975,10.975,10.965,10.965,5
2025-09-08 07:18:00,10.975,10.975,10.975,10.975,2
2025-09-08 07:20:00,10.97,10.97,10.97,10.97,0
2025-09-08 07:22:00,10.965,10.965,10.965,10.965,38
2025-09-08 07:24:00,10.96,10.965,10.96,10.965,1
2025-09-08 07:26:00,10.97,10.97,10.97,10.97,102868
2025-09-08 07:32:00,10.97,10.97,10.97,10.97,24
2025-09-08 07:40:00,10.97,10.97,10.96,10.96,2
2025-09-08 07:42:00,10.97,10.97,10.97,10.97,1
2025-09-08 07:44:00,10.975,10.975,10.975,10.975,4
2025-09-08 07:50:00,10.97,10.97,10.97,10.97,0
2025-09-08 07:58:00,10.96,10.96,10.96,10.96,5250
2025-09-08 08:00:00,10.96,10.97,10.96,10.97,5251
2025-09-08 08:04:00,10.97,10.97,10.97,10.97,5
2025-09-08 08:08:00,10.965,10.975,10.96,10.965,1753
2025-09-08 08:10:00,10.965,10.965,10.965,10.965,5250
2025-09-08 08:14:00,10.962,10.962,10.962,10.962,130000
2025-09-08 08:20:00,10.965,10.965,10.965,10.965,0
2025-09-08 08:36:00,10.97,10.97,10.97,10.97,438
2025-09-08 08:40:00,10.965,10.965,10.965,10.965,81
2025-09-08 08:42:00,10.975,10.975,10.975,10.975,1384
2025-09-08 08:54:00,10.97,10.97,10.97,10.97,0
2025-09-08 09:12:00,10.965,10.965,10.965,10.965,15
2025-09-08 09:16:00,10.965,10.965,10.965,10.965,0
2025-09-08 09:24:00,10.955,10.955,10.955,10.955,88
2025-09-08 09:26:00,10.965,10.965,10.965,10.965,0
2025-09-08 09:30:00,10.965,10.965,10.965,10.965,201179
2025-09-08 09:38:00,10.96,10.96,10.96,10.96,5777
2025-09-08 09:54:00,10.965,10.965,10.965,10.965,0
2025-09-08 10:18:00,10.965,10.965,10.965,10.965,3
2025-09-08 10:20:00,10.965,10.965,10.965,10.965,3
2025-09-08 10:22:00,10.965,10.965,10.965,10.965,4
2025-09-08 10:34:00,10.965,10.965,10.965,10.965,0
2025-09-08 10:50:00,10.965,10.965,10.965,10.965,9
2025-09-08 10:54:00,10.96,10.96,10.96,10.96,221
2025-09-08 11:00:00,10.96,10.965,10.96,10.965,1336
2025-09-08 11:02:00,10.965,10.965,10.965,10.965,1250
2025-09-08 11:20:00,10.955,10.955,10.955,10.955,0
2025-09-08 11:24:00,10.965,10.965,10.965,10.965,1
2025-09-08 12:00:00,10.96,10.96,10.96,10.96,3264
2025-09-08 12:30:00,10.955,10.955,10.955,10.955,748
2025-09-08 12:36:00,10.965,10.965,10.965,10.965,1653
2025-09-08 13:02:00,10.97,10.97,10.97,10.97,541
2025-09-08 13:06:00,10.97,10.97,10.97,10.97,15750
2025-09-08 13:30:00,10.95,10.95,10.925,10.925,4730
2025-09-08 13:32:00,10.905,10.905,10.9,10.905,56471
2025-09-08 13:34:00,10.895,10.895,10.895,10.895,765
2025-09-08 13:38:00,10.88,10.88,10.88,10.88,3
2025-09-08 13:40:00,10.88,10.895,10.88,10.885,449
2025-09-08 13:42:00,10.89,10.89,10.875,10.875,9756
2025-09-08 13:44:00,10.87,10.87,10.85,10.85,10656
2025-09-08 13:50:00,10.855,10.855,10.855,10.855,834
2025-09-08 13:52:00,10.86,10.86,10.86,10.86,1742
2025-09-08 13:56:00,10.875,10.875,10.875,10.875,5
2025-09-08 13:58:00,10.885,10.885,10.885,10.885,78
2025-09-08 14:00:00,10.88,10.88,10.875,10.875,1602
2025-09-08 14:04:00,10.875,10.875,10.87,10.87,0
2025-09-08 14:08:00,10.885,10.885,10.87,10.87,55
2025-09-08 14:10:00,10.88,10.88,10.88,10.88,623
2025-09-08 14:14:00,10.88,10.88,10.873,10.873,258097
2025-09-08 14:18:00,10.88,10.885,10.88,10.885,1
2025-09-08 14:22:00,10.88,10.88,10.88,10.88,1
2025-09-08 14:26:00,10.87,10.875,10.87,10.875,32
2025-09-08 14:28:00,10.875,10.875,10.875,10.875,2
2025-09-08 14:42:00,10.89,10.89,10.89,10.89,13
2025-09-08 14:46:00,10.895,10.9,10.895,10.9,123
2025-09-08 14:52:00,10.895,10.895,10.895,10.895,27
2025-09-08 14:58:00,10.91,10.91,10.91,10.91,5606
2025-09-08 15:02:00,10.925,10.925,10.925,10.925,1897
2025-09-08 15:06:00,10.93,10.93,10.93,10.93,601
2025-09-08 15:08:00,10.93,10.93,10.93,10.93,7616
2025-09-08 15:14:00,10.93,10.94,10.93,10.94,183
2025-09-08 15:16:00,10.94,10.94,10.94,10.94,119
2025-09-08 15:22:00,10.94,10.94,10.94,10.94,27253
2025-09-08 15:26:00,10.925,10.925,10.925,10.925,1
2025-09-08 15:28:00,10.925,10.925,10.925,10.925,399
2025-09-09 07:00:00,10.97,10.975,10.95,10.975,1156
2025-09-09 07:02:00,10.975,10.975,10.975,10.975,5
2025-09-09 07:04:00,10.97,10.97,10.97,10.97,1
2025-09-09 07:06:00,10.975,10.975,10.975,10.975,2
2025-09-09 07:08:00,10.955,10.955,10.955,10.955,8
2025-09-09 07:12:00,10.97,10.975,10.97,10.975,8
2025-09-09 07:22:00,10.975,10.975,10.975,10.975,1329
2025-09-09 07:26:00,10.97,10.97,10.97,10.97,219
2025-09-09 07:28:00,10.97,10.97,10.97,10.97,4
2025-09-09 07:36:00,10.98,10.98,10.98,10.98,11
2025-09-09 07:40:00,10.97,10.97,10.97,10.97,2113
2025-09-09 07:44:00,10.97,10.975,10.97,10.97,10668
2025-09-09 07:54:00,10.96,10.96,10.96,10.96,1
2025-09-09 07:56:00,10.96,10.96,10.96,10.96,2
2025-09-09 08:06:00,10.965,10.965,10.965,10.965,14
2025-09-09 08:10:00,10.955,10.955,10.955,10.955,908
2025-09-09 08:12:00,10.965,10.965,10.965,10.965,4
2025-09-09 08:18:00,10.965,10.965,10.965,10.965,2
2025-09-09 08:36:00,10.96,10.96,10.96,10.96,707
2025-09-09 08:50:00,10.965,10.965,10.965,10.965,0
2025-09-09 09:10:00,10.965,10.965,10.965,10.965,1
2025-09-09 09:20:00,10.965,10.965,10.965,10.965,0
2025-09-09 09:34:00,10.965,10.965,10.965,10.965,101
2025-09-09 09:44:00,10.965,10.965,10.965,10.965,2
2025-09-09 10:50:00,10.965,10.965,10.965,10.965,49
2025-09-09 11:08:00,10.975,10.975,10.975,10.975,194
2025-09-09 11:14:00,10.985,10.985,10.985,10.985,1420
2025-09-09 11:16:00,10.99,10.99,10.99,10.99,573
